Episode,Date,Guests (Himself/Herself - Role)
20090507,2009-05-07,Nicola Sturgeon (Herself);David Steel (Himself);Iain Gray (Himself);Nadine Dorries (Herself);Bruce Anderson (Himself);David Dimbleby (Himself - Host)
20090514,2009-05-14,Theresa May (Herself);Steve Easterbrook (Himself);Menzies Campbell (Himself);Benedict Brogan (Himself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
20090521,2009-05-21,William Hague (Himself);Vince Cable (Himself);Ben Bradshaw (Himself);Martin Bell (Himself);Marta Andreasen (Herself);Yasmin Alibhai-Brown (Herself);David Dimbleby (Himself - Host)
20090528,2009-05-28,Jo Swinson (Herself);Caroline Lucas (Herself);Daniel Hannan (Himself);Pierre-Yves Gerbeau (Himself);Caroline Flint (Herself);Nigel Farage (Himself);David Dimbleby (Himself - Host)
20090604,2009-06-04,Janet Royall (Herself);Fiona Phillips (Herself);Max Hastings (Himself);Liam Fox (Himself);Paddy Ashdown (Himself);David Dimbleby (Himself - Host)
20090611,2009-06-11,Caroline Spelman (Herself);Derek Simpson (Himself);Ruth Lea (Herself);Chris Huhne (Himself);Peter Hain (Himself);David Dimbleby (Himself - Host)
20090618,2009-06-18,Polly Toynbee (Herself);Esther Rantzen (Herself);Charles Falconer (Himself);Ed Davey (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20090625,2009-06-25,Leanne Wood (Herself);Pauline Neville-Jones (Herself);Kelvin Mackenzie (Himself);Jim Knight (Himself);Julia Goldsworthy (Herself);David Dimbleby (Himself - Host)
20090702,2009-07-02,David Laws (Himself);Peter Hitchens (Himself);Harriet Harman (Herself);Iain Duncan Smith (Himself);Jarvis Cocker (Himself);David Dimbleby (Himself - Host)
20090709,2009-07-09,Sarah Teather (Herself);Jeremy Hunt (Himself);Shami Chakrabarti (Herself);Andrew Burnham (Himself);Suzanne Burlton (Herself);David Dimbleby (Himself - Host)
20090716,2009-07-16,Margot James (Herself);Trisha Goddard (Herself);Chris Bryant (Himself);Lionel Barber (Himself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20090723,2009-07-23,Shirley Williams (Herself);Sayeeda Warsi (Herself);Clive James (Himself);Geoff Hoon (Himself);George Galloway (Himself);David Dimbleby (Himself - Host)
20090924,2009-09-24,Fraser Nelson (Himself);David Laws (Himself);Digby Jones (Himself);Michael Heseltine (Himself);Harriet Harman (Herself);David Dimbleby (Himself - Host)
20091001,2009-10-01,David Starkey (Himself);Dambisa Moyo (Herself);Theresa May (Herself);Charles Kennedy (Himself);Ben Bradshaw (Himself);David Dimbleby (Himself - Host)
20091008,2009-10-08,Sarah Teather (Herself);Stuart Rose (Himself);George Osborne (Himself);Ian Hislop (Himself);Yvette Cooper (Herself);David Dimbleby (Himself - Host)
20091015,2009-10-15,Alan Johnson (Himself);Damian Green (Himself);Nigel Farage (Himself);Joan Bakewell (Herself);Norman Baker (Himself);David Dimbleby (Himself - Host)
20091022,2009-10-22,Sayeeda Warsi (Herself);Jack Straw (Himself);Chris Huhne (Himself);Nick Griffin (Himself);Bonnie Greer (Herself);David Dimbleby (Himself - Host)
20091029,2009-10-29,Jacqui Smith (Herself);John Sergeant (Himself);Elfyn Llwyd (Himself);Cheryl Gillan (Herself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20091105,2009-11-05,Robert Kilroy-Silk (Himself);Nick Herbert (Himself);Natalie Haynes (Herself);Peter Hain (Himself);Ian Blair (Himself);David Dimbleby (Himself - Host)
20091112,2009-11-12,Shaun Woodward (Himself);Will Self (Himself);Pauline Neville-Jones (Herself);Julia Goldsworthy (Herself);James Cracknell (Himself);John Humphrys (Himself - Host)
20091119,2009-11-19,Phil Woolas (Himself);Clare Short (Herself);Chris Grayling (Himself);Nick Ferrari (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20091126,2009-11-26,Nicola Sturgeon (Herself);Melanie Phillips (Herself);Charles Falconer (Himself);David Davis (Himself);Marcus Brigstocke (Himself);David Dimbleby (Himself - Host)
20091203,2009-12-03,Andrew Lansley (Himself);Vince Cable (Himself);Margaret Beckett (Herself);Clive Anderson (Himself);Kirstie Allsopp (Herself);David Dimbleby (Himself - Host)
20091210,2009-12-10,Salma Yaqoob (Herself);Bill Rammell (Himself);Piers Morgan (Himself);William Hague (Himself);Richard Dannatt (Himself);Paddy Ashdown (Himself);David Dimbleby (Himself - Host)
20100114,2010-01-14,Kelvin Mackenzie (Himself);Shappi Khorsandi (Herself);Chris Huhne (Himself);Peter Hain (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20100121,2010-01-21,Sarah Teather (Herself);Caroline Spelman (Herself);Andrew Roberts (Himself);Richard Madeley (Himself);Liam Byrne (Himself);David Dimbleby (Himself - Host)
20100128,2010-01-28,Jenny Tonge (Herself);Douglas Murray (Himself);Jane Moore (Herself);Nigel Lawson (Himself);Ben Bradshaw (Himself);David Dimbleby (Himself - Host)
20100204,2010-02-04,Clare Short (Herself);Melanie Phillips (Herself);Theresa May (Herself);George Galloway (Himself);Charles Falconer (Himself);David Dimbleby (Himself - Host)
20100211,2010-02-11,Shaun Woodward (Himself);Sammy Wilson (Himself);David Trimble (Himself);Margaret Ritchie (Herself);Gerry Kelly (Himself);Jim Allister (Himself);David Dimbleby (Himself - Host)
20100218,2010-02-18,Rory Stewart (Himself);Ruth Lea (Herself);Roy Hattersley (Himself);Lynne Featherstone (Herself);Tom Conti (Himself);David Dimbleby (Himself - Host)
20100225,2010-02-25,Janet Street-Porter (Herself);Elfyn Llwyd (Himself);Peter Hain (Himself);Liam Fox (Himself);Nigel Farage (Himself);David Dimbleby (Himself - Host)
20100304,2010-03-04,Shirley Williams (Herself);Carol Vorderman (Herself);Will Self (Himself);Boris Johnson (Himself);Andrew Adonis (Himself);David Dimbleby (Himself - Host)
20100311,2010-03-11,Jo Swinson (Herself);Kelvin Mackenzie (Himself);Justine Greening (Herself);Caroline Flint (Herself);Monty Don (Himself);David Dimbleby (Himself - Host)
20100318,2010-03-18,David Starkey (Himself);Caroline Lucas (Herself);Andrew Lansley (Himself);Charles Kennedy (Himself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
20100325,2010-03-25,Sayeeda Warsi (Herself);Martin Sorrell (Himself);Alex Salmond (Himself);Julia Goldsworthy (Herself);Liam Byrne (Himself);David Dimbleby (Himself - Host)
20100401,2010-04-01,Sarah Teather (Herself);Richard Littlejohn (Himself);Alan Johnson (Himself);Victoria Coren Mitchell (Herself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20100407,2010-04-07,Simon Schama (Himself);David Miliband (Himself);Theresa May (Herself);Janet Daley (Herself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20100415,2010-04-15,Shami Chakrabarti (Herself);John Sergeant (Himself);Nigel Farage (Himself);David Laws (Himself);Michael Gove (Himself);Ed Miliband (Himself);David Dimbleby (Himself - Host)
20100422,2010-04-22,Elfyn Llwyd (Himself);Ann Leslie (Herself);William Hague (Himself);Yvette Cooper (Herself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20100429,2010-04-29,Janet Street-Porter (Herself);Alex Salmond (Himself);Liam Fox (Himself);Vince Cable (Himself);Ed Balls (Himself);David Dimbleby (Himself - Host)
20100513,2010-05-13,Melanie Phillips (Herself);Simon Hughes (Himself);Michael Heseltine (Himself);Mehdi Hasan (Himself);Charles Falconer (Himself);David Dimbleby (Himself - Host)
20100520,2010-05-20,Douglas Murray (Himself);Theresa May (Herself);Caroline Flint (Herself);Shami Chakrabarti (Herself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20100527,2010-05-27,John Redwood (Himself);Piers Morgan (Himself);Susan Kramer (Herself);Max Hastings (Himself);Alastair Campbell (Himself);David Dimbleby (Himself - Host)
20100603,2010-06-03,Leanne Wood (Herself);David Willetts (Himself);Matthew Parris (Himself);Kelvin Mackenzie (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20100610,2010-06-10,Toby Young (Himself);Salma Yaqoob (Herself);Jeremy Hunt (Himself);Katie Hopkins (Herself);Ben Bradshaw (Himself);David Dimbleby (Himself - Host)
20100617,2010-06-17,Amanda Platell (Herself);Helena Kennedy (Herself);Chris Huhne (Himself);Peter Hain (Himself);Jeffrey Donaldson (Himself);David Dimbleby (Himself - Host)
20100624,2010-06-24,Caroline Lucas (Herself);Brent Hoberman (Himself);Peter Hitchens (Himself);Vince Cable (Himself);Ed Balls (Himself);David Dimbleby (Himself - Host)
20100701,2010-07-01,Alan Johnson (Himself);Simon Heffer (Himself);Iain Duncan Smith (Himself);Mary Beard (Herself);Camila Batmanghelidjh (Herself);David Dimbleby (Himself - Host)
20100708,2010-07-08,Nicola Sturgeon (Herself);Michael Moore (Himself);Michael Forsyth (Himself);Ed Byrne (Himself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20100715,2010-07-15,Francis Maude (Himself);George Galloway (Himself);Nick Ferrari (Himself);Andrew Burnham (Himself);Sally Bercow (Herself);David Dimbleby (Himself - Host)
20100722,2010-07-22,Ruth Lea (Herself);Sadiq Khan (Himself);Damian Green (Himself);Nigel Farage (Himself);Bob Crow (Himself);David Dimbleby (Himself - Host)
20100916,2010-09-16,Ed Miliband (Himself);David Miliband (Himself);Andrew Burnham (Himself);Ed Balls (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20100923,2010-09-23,John Redwood (Himself);Ian Hislop (Himself);Mehdi Hasan (Himself);Caroline Flint (Herself);Vince Cable (Himself);David Dimbleby (Himself - Host)
20100930,2010-09-30,David Dimbleby (Himself - Host);Diane Abbott (Herself);Brian Cox (Himself);Simon Hughes (Himself);Grant Shapps (Himself);David Starkey (Himself)
20101007,2010-10-07,Sayeeda Warsi (Herself);Rageh Omaar (Himself);Max Mosley (Himself);Susan Kramer (Herself);Charles Clarke (Himself);David Dimbleby (Himself - Host)
20101014,2010-10-14,Phil Willis (Himself);David Willetts (Himself);Maria Misra (Herself);Tessa Jowell (Herself);Max Hastings (Himself);David Dimbleby (Himself - Host)
20101021,2010-10-21,Polly Toynbee (Herself);George Pascoe-Watson (Himself);Caroline Lucas (Herself);Philip Hammond (Himself);John Denham (Himself);Richard Dannatt (Himself);David Dimbleby (Himself - Host)
20101028,2010-10-28,Nicola Sturgeon (Herself);Simon Schama (Himself);Hugh Hendry (Himself);Ed Davey (Himself);Chris Bryant (Himself);David Dimbleby (Himself - Host)
20101104,2010-11-04,Jack Straw (Himself);Jon Gaunt (Himself);David Davis (Himself);Shami Chakrabarti (Herself);Jeremy Browne (Himself);David Dimbleby (Himself - Host)
20101111,2010-11-11,Douglas Murray (Himself);Theresa May (Herself);Clive James (Himself);Caroline Flint (Herself);Sherard Cowper-Coles (Himself);David Dimbleby (Himself - Host)
20101118,2010-11-18,Kirsty Williams (Herself);Kelvin Mackenzie (Himself);Carwyn Jones (Himself);Chris Grayling (Himself);Nerys Evans (Herself);Lionel Barber (Himself);David Dimbleby (Himself - Host)
20101125,2010-11-25,Kate Mosse (Herself);Nigel Farage (Himself);Gloria De Piero (Herself);Kenneth Clarke (Himself);Paddy Ashdown (Himself);David Dimbleby (Himself - Host)
20101202,2010-12-02,John Sergeant (Himself);Christopher Meyer (Himself);Ken Livingstone (Himself);Nadine Dorries (Herself);Danny Alexander (Himself);David Dimbleby (Himself - Host)
20101209,2010-12-09,Aaron Porter (Himself);Norman Lamb (Himself);Sadiq Khan (Himself);Liam Fox (Himself);Janet Daley (Herself);David Dimbleby (Himself - Host)
20110113,2011-01-13,Jeanette Winterson (Herself);Charles Kennedy (Himself);Michael Gove (Himself);James Caan (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20110120,2011-01-20,Caroline Spelman (Herself);Simon Hughes (Himself);George Galloway (Himself);Clarke Carlisle (Himself);Alastair Campbell (Himself);David Dimbleby (Himself - Host)
20110127,2011-01-27,Chuka Umunna (Himself);Will Self (Himself);Chris Huhne (Himself);Katie Hopkins (Herself);Edwina Currie (Herself);David Dimbleby (Himself - Host)
20110203,2011-02-03,Clare Short (Herself);Melanie Phillips (Herself);Noreena Hertz (Herself);Damian Green (Himself);Andrew Burnham (Himself);David Dimbleby (Himself - Host)
20110210,2011-02-10,Jacqui Smith (Herself);Douglas Murray (Himself);Francis Maude (Himself);Mehdi Hasan (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20110217,2011-02-17,Michael Heseltine (Himself);Nigel Farage (Himself);Yvette Cooper (Herself);Vince Cable (Himself);Victoria Barnsley (Herself);David Dimbleby (Himself - Host)
20110224,2011-02-24,Shirley Williams (Herself);Janet Street-Porter (Herself);Fraser Nelson (Himself);Elfyn Llwyd (Himself);Peter Hain (Himself);Cheryl Gillan (Herself);David Dimbleby (Himself - Host)
20110303,2011-03-03,David Starkey (Himself);Mark Malloch-Brown (Himself);Liam Halligan (Himself);Iain Duncan Smith (Himself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
20110310,2011-03-10,Nicola Sturgeon (Herself);Michael Moore (Himself);Annabel Goldie (Herself);Nick Ferrari (Himself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20110317,2011-03-17,Sayeeda Warsi (Herself);Kelvin Mackenzie (Himself);Caroline Lucas (Herself);Simon Hughes (Himself);Chris Bryant (Himself);David Dimbleby (Himself - Host)
20110324,2011-03-24,Rory Stewart (Himself);Ken Livingstone (Himself);Bianca Jagger (Herself);Niall Ferguson (Himself);Danny Alexander (Himself);David Dimbleby (Himself - Host)
20110331,2011-03-31,Sarah Teather (Herself);Mark Serwotka (Himself);Boris Johnson (Himself);Clive Anderson (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20110407,2011-04-07,Robert Winston (Himself);Jo Swinson (Herself);Jeremy Hunt (Himself);Caroline Flint (Herself);Simon Callow (Himself);David Dimbleby (Himself - Host)
20110414,2011-04-14,Alex Salmond (Himself);Cristina Odone (Herself);Chris Huhne (Himself);Michael Howard (Himself);Peter Hain (Himself);David Dimbleby (Himself - Host)
20110505,2011-05-05,Douglas Murray (Himself);Armando Iannucci (Himself);Philip Hammond (Himself);Andrew Burnham (Himself);Paddy Ashdown (Himself);Yasmin Alibhai-Brown (Herself);David Dimbleby (Himself - Host)
20110512,2011-05-12,Anna Soubry (Herself);James O'Brien (Himself);Max Mosley (Himself);Vince Cable (Himself);David Blunkett (Himself);David Dimbleby (Himself - Host)
20110519,2011-05-19,Jack Straw (Himself);Melanie Phillips (Herself);Kenneth Clarke (Himself);Shami Chakrabarti (Herself);David Dimbleby (Himself - Host)
20110526,2011-05-26,Christopher Meyer (Himself);Jeremy Browne (Himself);Hilary Benn (Himself);Louise Mensch (Herself);David Dimbleby (Himself - Host)
20110602,2011-06-02,Elfyn Llwyd (Himself);Alan Johnson (Himself);Simon Jenkins (Himself);Julia Hartley-Brewer (Herself);Stephen Dorrell (Himself);David Dimbleby (Himself - Host)
20110609,2011-06-09,Jo Swinson (Herself);Andrew Mitchell (Himself);Peter Hitchens (Himself);Germaine Greer (Herself);Charles Clarke (Himself);David Dimbleby (Himself - Host)
20110616,2011-06-16,Alex Salmond (Himself);Michael Moore (Himself);Tom Hunter (Himself);Michael Forsyth (Himself);Margaret Curran (Herself);David Dimbleby (Himself - Host)
20110623,2011-06-23,Rachel Reeves (Herself);John Redwood (Himself);David Mitchell (Himself);Fern Britton (Herself);Norman Baker (Himself);David Dimbleby (Himself - Host)
20110630,2011-06-30,Polly Toynbee (Herself);Richard Lambert (Himself);Philip Hammond (Himself);John Denham (Himself);Christine Blower (Herself);David Dimbleby (Himself - Host)
20110707,2011-07-07,Shirley Williams (Herself);Chris Grayling (Himself);Hugh Grant (Himself);Jon Gaunt (Himself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20110811,2011-08-11,John Sentamu (Himself);John Prescott (Himself);Brian Paddick (Himself);Fraser Nelson (Himself);David Davis (Himself);Camila Batmanghelidjh (Herself);David Dimbleby (Himself - Host)
20110908,2011-09-08,Richard Perle (Himself);David Miliband (Himself);Bonnie Greer (Herself);Liam Fox (Himself);Tariq Ali (Himself);David Dimbleby (Himself - Host)
20110915,2011-09-15,Owen Paterson (Himself);Nicola Horlick (Herself);Nigel Dodds (Himself);Martina Anderson (Herself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20110922,2011-09-22,Justine Roberts (Herself);Priti Patel (Herself);Ian Hislop (Himself);Harriet Harman (Herself);Vince Cable (Himself);David Dimbleby (Himself - Host)
20110929,2011-09-29,Janet Street-Porter (Herself);Grant Shapps (Himself);Peter Oborne (Himself);Caroline Flint (Herself);Tim Farron (Himself);David Dimbleby (Himself - Host)
20111006,2011-10-06,Sayeeda Warsi (Herself);Jane Moore (Herself);Charles Kennedy (Himself);Andrew Burnham (Himself);Billy Bragg (Himself);David Dimbleby (Himself - Host)
20111013,2011-10-13,Sarah Sands (Herself);Ken Livingstone (Himself);Mark Littlewood (Himself);Andrew Lansley (Himself);Phil Hammond (Himself);David Dimbleby (Himself - Host)
20111020,2011-10-20,Michael Russell (Himself);Jacob Rees-Mogg (Himself);Cristina Odone (Herself);Margaret Curran (Herself);Brian Cox (Himself);Alistair Carmichael (Himself);David Dimbleby (Himself - Host)
20111027,2011-10-27,Jo Swinson (Herself);Julian Fellowes (Himself);Nigel Farage (Himself);Iain Duncan Smith (Himself);Gloria De Piero (Herself);David Dimbleby (Himself - Host)
20111103,2011-11-03,Benjamin Zephaniah (Himself);Shirley Williams (Herself);Theresa May (Herself);Peter Hitchens (Himself);Ed Balls (Himself);David Dimbleby (Himself - Host)
20111110,2011-11-10,Rachel Reeves (Herself);Stephen Pollard (Himself);Michael Moore (Himself);Nadine Dorries (Herself);Colin Blakemore (Himself);David Dimbleby (Himself - Host)
20111117,2011-11-17,Grant Shapps (Himself);Elin Jones (Herself);Simon Jenkins (Himself);Will Hutton (Himself);Chris Bryant (Himself);David Dimbleby (Himself - Host)
20111124,2011-11-24,Jimmy Wales (Himself);Justin King (Himself);Liz Kendall (Herself);Chris Huhne (Himself);Daniel Hannan (Himself);David Dimbleby (Himself - Host)
20111201,2011-12-01,Chuka Umunna (Himself);Deborah Meaden (Herself);David Frum (Himself);Kenneth Clarke (Himself);Mary Bousted (Herself);David Dimbleby (Himself - Host)
20111208,2011-12-08,Simon Wolfson (Himself);Claire Perry (Herself);Tristram Hunt (Himself);Mehdi Hasan (Himself);Constance Briscoe (Herself);David Dimbleby (Himself - Host)
20120112,2012-01-12,Nicola Sturgeon (Herself);Kelvin Mackenzie (Himself);Justine Greening (Herself);Paddy Ashdown (Himself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20120119,2012-01-19,Sayeeda Warsi (Herself);Stephen Twigg (Himself);Charles Moore (Himself);Caroline Lucas (Herself);Germaine Greer (Herself);David Dimbleby (Himself - Host)
20120126,2012-01-26,Elizabeth Truss (Herself);Mark Steel (Himself);Melanie Phillips (Herself);David Lammy (Himself);Jeremy Browne (Himself);David Dimbleby (Himself - Host)
20120202,2012-02-02,Phil Redmond (Himself);Sadiq Khan (Himself);Digby Jones (Himself);Alan Duncan (Himself);Emma Boon (Herself);David Dimbleby (Himself - Host)
20120209,2012-02-09,Shirley Williams (Herself);Ann Leslie (Herself);Philip Hammond (Himself);Steve Coogan (Himself);Alastair Campbell (Himself);David Dimbleby (Himself - Host)
20120216,2012-02-16,John Prescott (Himself);Julie Meyer (Herself);Susan Kramer (Herself);Owen Jones (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20120223,2012-02-23,Ed Vaizey (Himself);Emily Thornberry (Herself);Simon Schama (Himself);Cristina Odone (Herself);Paul Nuttall (Himself);David Dimbleby (Himself - Host)
20120301,2012-03-01,Jo Swinson (Herself);David Starkey (Himself);Rachel Reeves (Herself);John Redwood (Himself);Clarke Carlisle (Himself);David Dimbleby (Himself - Host)
20120308,2012-03-08,Will Young (Himself);Will Self (Himself);Eric Pickles (Himself);Caroline Flint (Herself);Janice Atkinson (Herself);David Dimbleby (Himself - Host)
20120315,2012-03-15,Humza Yousaf (Himself);Janet Street-Porter (Herself);Willie Rennie (Himself);Frank Field (Himself);Ruth Davidson (Herself);David Dimbleby (Himself - Host)
20120322,2012-03-22,Chuka Umunna (Himself);Marina Lewycka (Herself);Melissa Kite (Herself);David Davis (Himself);Vince Cable (Himself);David Dimbleby (Himself - Host)
20120329,2012-03-29,Sarah Teather (Herself);Anna Soubry (Herself);Alexei Sayle (Himself);Simon Jenkins (Himself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20120419,2012-04-19,Sayeeda Warsi (Herself);George Galloway (Himself);Tim Farron (Himself);Yvette Cooper (Herself);David Aaronovitch (Himself);David Dimbleby (Himself - Host)
20120426,2012-04-26,Polly Toynbee (Herself);Simon Hughes (Himself);Chris Grayling (Himself);Nigel Farage (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20120503,2012-05-03,Mark Serwotka (Himself);Theo Paphitis (Himself);Harriet Harman (Herself);Iain Duncan Smith (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20120510,2012-05-10,Caroline Spelman (Herself);Peter Oborne (Himself);Matthew Oakeshott (Himself);Chris Bryant (Himself);Mary Beard (Herself);David Dimbleby (Himself - Host)
20120517,2012-05-17,Leanne Wood (Herself);John O'Farrell (Himself);Maria Miller (Herself);Kelvin Mackenzie (Himself);Peter Hain (Himself);David Dimbleby (Himself - Host)
20120524,2012-05-24,David Willetts (Himself);Griff Rhys Jones (Himself);John Prescott (Himself);Minette Marrin (Herself);Caroline Lucas (Herself);David Dimbleby (Himself - Host)
20120531,2012-05-31,Mark Oaten (Himself);Fraser Nelson (Himself);Alan Duncan (Himself);Stella Creasy (Herself);Victoria Coren Mitchell (Herself);David Dimbleby (Himself - Host)
20120607,2012-06-07,Melanie Phillips (Herself);Alex Neil (Himself);Johann Lamont (Herself);Charles Kennedy (Himself);Michael Forsyth (Himself);Alan Cumming (Himself);David Dimbleby (Himself - Host)
20120614,2012-06-14,Emily Thornberry (Herself);Grant Shapps (Himself);Peter Hitchens (Himself);Tim Farron (Himself);Greg Dyke (Himself);David Dimbleby (Himself - Host)
20120621,2012-06-21,Julie White (Herself);Len McCluskey (Himself);Ruth Lea (Herself);Kenneth Clarke (Himself);Andrew Burnham (Himself);David Dimbleby (Himself - Host)
20120628,2012-06-28,Terry Smith (Himself);Tony Robinson (Himself);Tessa Jowell (Herself);Justine Greening (Herself);Paddy Ashdown (Himself);David Dimbleby (Himself - Host)
20120705,2012-07-05,John Lydon (Himself);Dominic Lawson (Himself);Alan Johnson (Himself);Ed Davey (Himself);Louise Mensch (Herself);David Dimbleby (Himself - Host)
20120927,2012-09-27,Jacob Rees-Mogg (Himself);Harriet Harman (Herself);Steve Coogan (Himself);Kirstie Allsopp (Herself);Danny Alexander (Himself);David Dimbleby (Himself - Host)
20121004,2012-10-04,Willie Walsh (Himself);Janet Street-Porter (Herself);Susan Kramer (Herself);Kenneth Clarke (Himself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20121011,2012-10-11,Benjamin Zephaniah (Himself);Grant Shapps (Himself);Cristina Odone (Herself);Simon Hughes (Himself);Caroline Flint (Herself);David Dimbleby (Himself - Host)
20121018,2012-10-18,Nicola Sturgeon (Herself);Mark Serwotka (Himself);Ruth Davidson (Herself);Margaret Curran (Herself);Alan Cochrane (Himself);David Dimbleby (Himself - Host)
20121025,2012-10-25,Emily Thornberry (Herself);Claire Perry (Herself);Paul Nuttall (Himself);Mehdi Hasan (Himself);Vince Cable (Himself);David Dimbleby (Himself - Host)
20121101,2012-11-01,Jerry Springer (Himself);David Miliband (Himself);Kwasi Kwarteng (Himself);Colleen Graffy (Herself);Shami Chakrabarti (Herself);David Dimbleby (Himself - Host)
20121108,2012-11-08,Shirley Williams (Herself);Chuka Umunna (Himself);Jane Moore (Herself);Damian Green (Himself);David Blanchflower (Himself);David Dimbleby (Himself - Host)
20121115,2012-11-15,Tessa Munt (Herself);Moray MacLennan (Himself);Harriet Harman (Herself);Chris Grayling (Himself);Nigel Farage (Himself);David Dimbleby (Himself - Host)
20121122,2012-11-22,Deborah Meaden (Herself);Charles Kennedy (Himself);Owen Jones (Himself);Iain Duncan Smith (Himself);Yvette Cooper (Herself);David Dimbleby (Himself - Host)
20121129,2012-11-29,Neil Wallis (Himself);Patrick McLoughlin (Himself);Simon Jenkins (Himself);Charlotte Church (Herself);Chris Bryant (Himself);David Dimbleby (Himself - Host)
20121206,2012-12-06,Leanne Wood (Herself);Francis Maude (Himself);Tim Farron (Himself);Andrew Burnham (Himself);Lionel Barber (Himself);David Dimbleby (Himself - Host)
20121213,2012-12-13,Will Self (Himself);Peter Hitchens (Himself);Justine Greening (Herself);Stella Creasy (Herself);Karan Bilimoria (Himself);David Dimbleby (Himself - Host)
20130110,2013-01-10,John Prescott (Himself);Nadine Dorries (Herself);Ed Davey (Himself);Camilla Cavendish (Herself);John Bird (Himself);David Dimbleby (Himself - Host)
20130117,2013-01-17,Grant Shapps (Himself);Roland Rudd (Himself);Caroline Flint (Herself);Nigel Farage (Himself);Mary Beard (Herself);David Dimbleby (Himself - Host)
20130124,2013-01-24,Anna Soubry (Herself);Ian Hislop (Himself);Angela Epstein (Herself);Menzies Campbell (Himself);Ben Bradshaw (Himself);David Dimbleby (Himself - Host)
20130131,2013-01-31,Zoe Williams (Herself);Sayeeda Warsi (Herself);Dom Joly (Himself);Alan Johnson (Himself);James Delingpole (Himself);David Dimbleby (Himself - Host)
20130207,2013-02-07,Humza Yousaf (Himself);Brian Souter (Himself);Michael Moore (Himself);Mary MacLeod (Herself);Charles Falconer (Himself);David Dimbleby (Himself - Host)
20130214,2013-02-14,David Dimbleby (Himself - Host);Mary Creagh (Herself);George Galloway (Himself);Susan Kramer (Herself);Maria Miller (Herself);Fraser Nelson (Himself)
20130221,2013-02-21,Peter Hitchens (Himself);Michael Heseltine (Himself);Giles Fraser (Himself);Vince Cable (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20130228,2013-02-28,Claire Perry (Herself);Ken Loach (Himself);Neil Hamilton (Himself);Angela Eagle (Herself);Jeremy Browne (Himself);David Dimbleby (Himself - Host)
20130307,2013-03-07,Stephen Twigg (Himself);Melanie Phillips (Herself);Diane James (Herself);Bob Crow (Himself);David Dimbleby (Himself - Host);Kenneth Clarke (Himself)
20130314,2013-03-14,Leanne Wood (Herself);Kirsty Williams (Herself);Chuka Umunna (Himself);Theo Paphitis (Himself);Francis Maude (Himself);David Dimbleby (Himself - Host)
20130321,2013-03-21,Emily Thornberry (Herself);Mark Littlewood (Himself);Anthony Horowitz (Himself);Michael Gove (Himself);David Dimbleby (Himself - Host);Natalie Bennett (Herself)
20130411,2013-04-11,Polly Toynbee (Herself);Charles Moore (Himself);Kenneth Clarke (Himself);Menzies Campbell (Himself);David Blunkett (Himself);David Dimbleby (Himself - Host)
20130418,2013-04-18,Sarah Teather (Herself);Griff Rhys Jones (Himself);Amanda Platell (Herself);Michael Howard (Himself);Caroline Flint (Herself);David Dimbleby (Himself - Host)
20130425,2013-04-25,Sajid Javid (Himself);Simon Hughes (Himself);Nigel Farage (Himself);Luciana Berger (Herself);David Dimbleby (Himself - Host);Natalie Bennett (Herself)
20130502,2013-05-02,Shirley Williams (Herself);David Starkey (Himself);Harriet Harman (Herself);Justine Greening (Herself);Victoria Coren Mitchell (Herself);David Dimbleby (Himself - Host)
20130509,2013-05-09,Jo Swinson (Herself);Tristram Hunt (Himself);Jerry Hayes (Himself);Germaine Greer (Herself);David Davis (Himself);David Dimbleby (Himself - Host)
